# identity.tsv — the shared lexeme-identity table (docs/UNIFIED_IDENTITY.md).
# generated-by: cargo xtask unified-identity
# High-confidence tier only: unambiguous 1:1 pos-compatible registered-lexeme
# matches from the projection study. Review candidates live in
# identity-candidates.tsv and are NOT identity claims.
abstract_key	pos	ocs_lexeme_id	ocs_citation	ocs_lemma_key	synodal_lexeme_id	synodal_citation
noun:ловитва	noun	ловитва|noun|eb562be583fef496	ловитва	ловитва	synodal:noun:wikt-1e3e95702ecb	ловитва
noun:ловъ	noun	ловъ|noun|4c2418b88f84bf23	ловъ	ловъ	synodal:noun:wikt-2c492d6e898b	ловъ
noun:ложе	noun	ложе|noun|8f2ac76cbdd013e7	ложе	ложе	synodal:noun:wikt-776662ef739b	ложе
noun:ложесна	noun	ложесна|noun|7e300df5c5460489	ложесна	ложесна	synodal:noun:wikt-3f82957840cf	ложесна
noun:лоза	noun	лоза|noun|f334679acdc41783	лоза	лоза	synodal:noun:wikt-3cdb1523336c	лоза
noun:лоно	noun	лоно|noun|279bc1ffdc73e41d	лоно	лоно	synodal:noun:wikt-04fd757a9147	лоно
noun:лукавство	noun	лѫкавьство|noun|592affad2e1123c1	лѫкавьство	лѫкавьство	synodal:noun:v07-9c2563bd3383fa6d	лꙋкавство
noun:людъ	noun	людъ|noun|0222fdb6acacba94	людъ	людъ	synodal:noun:wikt-413197da6f31	людъ
noun:лѣпота	noun	лѣпота|noun|127de0a31a771b07	лѣпота	лѣпота	synodal:noun:wikt-c14b66c13e65	лѣпота
noun:лѣсъ	noun	лѣсъ|noun|299f4972bb983124	лѣсъ	лѣсъ	synodal:noun:wikt-0c0af50265fe	лѣсъ
noun:лѣто	noun	лѣто|noun|8c3d494dcecb952b	лѣто	лѣто	synodal:noun:wikt-d1fac33ea565	лѣто
noun:лѣторасль	noun	лѣторасль|noun|29a1b8a04da535b5	лѣторасль	лѣторасль	synodal:noun:wikt-e4c055ada604	лѣторасль
noun:лѣть	noun	лѣть|noun|219b4aeda67664d7	лѣть	лѣть	synodal:noun:wikt-9e77be5c72f8	лѣть
noun:маслина	noun	маслина|noun|9a26c2f1daf2df32	маслина	маслина	synodal:noun:wikt-0bf5c230381c	маслина
noun:масло	noun	масло|noun|673a8a54b6f6598e	масло	масло	synodal:noun:wikt-930e81293cca	масло
noun:мати	noun	мати|noun|aed832bbd913b8cb	мати	мати	synodal:noun:wikt-a0a33dfa77c7	мати
noun:медвѣдь	noun	медвѣдь|noun|f05fbaf97d91b3bb	медвѣдь	медвѣдь	synodal:noun:wikt-859a18c1d2a3	медвѣдь
noun:медъ	noun	медъ|noun|1798a72edd348f4a	медъ	медъ	synodal:noun:wikt-e11721b94b57	медъ
noun:милость	noun	милость|noun|5d8b8e2e93f9744d	милость	милость	synodal:noun:milost	милость
noun:миръ	noun	миръ|noun|e866ca4714c273b1	миръ	миръ	synodal:noun:wikt-d9b72ee49d72	миръ
noun:млатъ	noun	млатъ|noun|495bd87cff73b657	млатъ	млатъ	synodal:noun:wikt-655a963a412d	млатъ
noun:молитва	noun	молитва|noun|12cc0ee5ea9c1761	молитва	молитва	synodal:noun:molitva	молитва
noun:мракъ	noun	мракъ|noun|820b9e8d501eb751	мракъ	мракъ	synodal:noun:wikt-4712a304cc74	мракъ
noun:мученикъ	noun	мѫченикъ|noun|051e306bb255b7a3	мѫченикъ	мѫченикъ	synodal:noun:muchenik	мꙋченикъ
noun:мъножьство	noun	мъножьство|noun|5bd6ca66170a17bd	мъножьство	мъножьство	synodal:noun:v07-96fba496a6a6a880	мъножьство
noun:мышца	noun	мꙑшьца|noun|488697f0ceb44d5a	мꙑшьца	мꙑшьца	synodal:noun:v12-myshtsa	мышца
noun:мьзда	noun	мьзда|noun|da7c338be3d99b00	мьзда	мьзда	synodal:noun:v07-f2b6da6861350ede	мьзда
noun:мѣдь	noun	мѣдь|noun|43d1eded440d76a9	мѣдь	мѣдь	synodal:noun:wikt-b2f329ba83b8	мѣдь
noun:мѣра	noun	мѣра|noun|3d3bc47af411a053	мѣра	мѣра	synodal:noun:wikt-fa8d4b47acd3	мѣра
noun:мѣсто	noun	мѣсто|noun|fefa220cad6a1b58	мѣсто	мѣсто	synodal:noun:mesto	мѣсто
noun:мѣхъ	noun	мѣхъ|noun|983ac4ee6920c8d2	мѣхъ	мѣхъ	synodal:noun:wikt-a779a9e0de4c	мѣхъ
noun:мѧсо	noun	мѧсо|noun|984d122220264445	мѧсо	мѧсо	synodal:noun:wikt-0e8f360a6d3d	мѧсо
noun:надежда	noun	надежда|noun|768ec8fd62d1868c	надежда	надежда	synodal:noun:wikt-355aa48cc761	надежда
noun:напасть	noun	напасть|noun|2e5f48a98dbf864f	напасть	напасть	synodal:noun:wikt-5fc330427f69	напасть
noun:народъ	noun	народъ|noun|4f608d4963c90d40	народъ	народъ	synodal:noun:narod	народъ
noun:небо	noun	небо|noun|9a99b0503dad1b44	небо	небо	synodal:noun:wikt-7790891c2704	небо
noun:невѣста	noun	невѣста|noun|dd705df12f0c7810	невѣста	невѣста	synodal:noun:wikt-6cada5a24cd2	невѣста
noun:недѣлѧ	noun	недѣлꙗ|noun|301183e1cba1ee85	недѣлꙗ	недѣлꙗ	synodal:noun:nedelya	недѣлѧ
noun:немощь	noun	немощь|noun|5e9cbd1a35d37949	немощь	немощь	synodal:noun:wikt-3787ede34e8b	немощь
noun:ненависть	noun	ненависть|noun|5e0705fc046b7cbd	ненависть	ненависть	synodal:noun:wikt-b1ecaaa2d2e1	ненависть
noun:нива	noun	нива|noun|719df356ecd25258	нива	нива	synodal:noun:wikt-c5953940bb1d	нива
noun:нищета	noun	нищета|noun|ab6fba853624990f	нищета	нищета	synodal:noun:wikt-858f094bb980	нищета
noun:нога	noun	нога|noun|b33731cff2c0f930	нога	нога	synodal:noun:wikt-bbeeeb7ea3e2	нога
noun:ноздри	noun	ноздри|noun|3e1e48f53aa38aaf	ноздри	ноздри	synodal:noun:wikt-40d850d9d97a	нѡздри
noun:носила	noun	носила|noun|16d7d92d620c64ad	носила	носила	synodal:noun:v07-0623a17d2a0d20e9	носила
noun:нощь	noun	нощь|noun|f18f9b65aaee9e47	нощь	нощь	synodal:noun:wikt-4269288a7756	нощь
noun:обида	noun	обида|noun|2a1cd5eec2859c23	обида	обида	synodal:noun:wikt-a261d72d93f6	ѡбида
noun:облакъ	noun	облакъ|noun|e9900d91b14fa891	облакъ	облакъ	synodal:noun:wikt-a505eda50c12	ѡблакъ
noun:область	noun	область|noun|5e8fb4e47ac03997	область	область	synodal:noun:wikt-8b23e9da3ffd	ѡбласть
noun:образъ	noun	образъ|noun|223ee533911620dc	образъ	образъ	synodal:noun:wikt-e3a240ff54e2	ѡбразъ
noun:оброкъ	noun	оброкъ|noun|e693aedf7e1a42b8	оброкъ	оброкъ	synodal:noun:wikt-d452428cbc3b	ѡброкъ
noun:обѣдъ	noun	обѣдъ|noun|04601c00de5315ce	обѣдъ	обѣдъ	synodal:noun:wikt-fb574d200bb8	ѡбѣдъ
noun:обѣтъ	noun	обѣтъ|noun|8886dbe8b04ca2af	обѣтъ	обѣтъ	synodal:noun:wikt-a2790a319b8f	ѡбѣтъ
noun:овьца	noun	овьца|noun|335542c00c66f441	овьца	овьца	synodal:noun:v07-b055d996335d7296	овьца
noun:огнь	noun	огн҄ь|noun|32c426c306072598	огн҄ь	огн҄ь	synodal:noun:fire	огнь
noun:одръ	noun	одръ|noun|ad5dcd71154c38d7	одръ	одръ	synodal:noun:v14-odr	одръ
noun:око	noun	око|noun|3c865b640ba360ee	око	око	synodal:noun:v06-64bd1811dbd024b5	око
noun:олътарь	noun	олътарь|noun|49ee2dcd2ba61a29	олътарь	олътарь	synodal:noun:v07-316703a3d6b168cf	олътарь
noun:опона	noun	опона|noun|2b8791030a29a748	опона	опона	synodal:noun:v07-3f6d390d07582831	опона
noun:опрѣснъкъ	noun	опрѣснъкъ|noun|0e46164279f7921d	опрѣснъкъ	опрѣснъкъ	synodal:noun:v07-2c68091f0a79b3b2	опрѣснъкъ
noun:осьлѧ	noun	осьлѧ|noun|b83db40a791e0840	осьлѧ	осьлѧ	synodal:noun:v07-cdf65297cb28e593	осьлѧ
noun:отечество	noun	отьчьство|noun|83aff532b7b01a11	отьчьство	отьчьство	synodal:noun:otechestvo	ѻтечество
noun:отрокъ	noun	отрокъ|noun|4f256646bd1a9aa9	отрокъ	отрокъ	synodal:noun:v06-7b1e864dda89753f	отрѡкъ
noun:очесъ	noun	очесъ|noun|a9dc1f5df4f4f4aa	очесъ	очесъ	synodal:noun:v07-a516349ca9a0f818	очесъ
noun:павьлъ	noun	павьлъ|noun|80c0e51805a7e42e	Павьлъ	Павьлъ	synodal:proper-noun:v06-ecc31fb0e3271807	Павьлъ
noun:памѧть	noun	памѧть|noun|19424d7a99292387	памѧть	памѧть	synodal:noun:wikt-8591cd8cbf93	памѧть
noun:печаль	noun	печаль|noun|16a366e459ac1f0b	печаль	печаль	synodal:noun:wikt-ff0e77e28364	печаль
noun:пещера	noun	пещера|noun|4327663167902214	пещера	пещера	synodal:noun:wikt-687bab9c0ca6	пещера
noun:пещь	noun	пещь|noun|8e5eb0c117237941	пещь	пещь	synodal:noun:wikt-d49b358ae9fa	пещь
noun:плачь	noun	плачь|noun|15a7119a73c4faed	плачь	плачь	synodal:noun:wikt-c789afb8ac4f	плачь
noun:племѧ	noun	племѧ|noun|532fd2adefbd42b6	племѧ	племѧ	synodal:noun:wikt-d68ba52adfc1	племѧ
noun:плодъ	noun	плодъ|noun|a704db150a5e7d38	плодъ	плодъ	synodal:noun:wikt-cd806082bd3e	плодъ
noun:плоть	noun	плъть|noun|fc494d3764382d3d	плъть	плъть	synodal:noun:v06-dd281666539ac305	плоть
noun:плъкъ	noun	плъкъ|noun|609841fc356a8279	плъкъ	плъкъ	synodal:noun:v07-9f3b0264c00a04b0	плъкъ
noun:плѣнъ	noun	плѣнъ|noun|86cc49c26f989e8d	плѣнъ	плѣнъ	synodal:noun:wikt-9f799208c963	плѣнъ
noun:побѣда	noun	побѣда|noun|99268c354e7052c4	побѣда	побѣда	synodal:noun:wikt-9e3893b05794	побѣда
noun:повѣсть	noun	повѣсть|noun|3309a3bc87a87371	повѣсть	повѣсть	synodal:noun:wikt-9efd2390f9c0	повѣсть
noun:позоръ	noun	позоръ|noun|4e09adafb810ed3e	позоръ	позоръ	synodal:noun:wikt-59a9e8945fdf	позоръ
noun:покои	noun	покои|noun|6021c3d8009a9760	покои	покои	synodal:noun:wikt-c4e2f33072ed	покои
noun:покровъ	noun	покровъ|noun|8d7150e7bdc14d74	покровъ	покровъ	synodal:noun:wikt-898508efd32f	покровъ
noun:поле	noun	полѥ|noun|c36aa317ee5f29bc	полѥ	полѥ	synodal:noun:v06-ba5b8abd7b0756e9	поле
noun:полъ	noun	полъ|noun|cdeb558cff9d99e4	полъ	полъ	synodal:noun:wikt-586163254439	полъ
noun:польѕа	noun	польѕа|noun|0ad7c5a792ff56f4	польѕа	польѕа	synodal:noun:v07-ce1c077ccec4da7b	польѕа
noun:помощь	noun	помощь|noun|5313f1597d3a3b37	помощь	помощь	synodal:noun:v06-6f6cb44e5f184035	помощь
noun:помощьникъ	noun	помощьникъ|noun|8e85081330df4b88	помощьникъ	помощьникъ	synodal:noun:v07-74a224dbae96e363	помощьникъ
noun:порокъ	noun	порокъ|noun|e490abdfe1e90b82	порокъ	порокъ	synodal:noun:wikt-690610d7fe8f	порокъ
noun:послѣдъкъ	noun	послѣдъкъ|noun|0a48772de204ce2a	послѣдъкъ	послѣдъкъ	synodal:noun:v07-2e0b234368d01c83	послѣдъкъ
noun:постъ	noun	постъ|noun|ab48e6f431b7bb05	постъ	постъ	synodal:noun:wikt-9eb57461f31e	постъ
noun:потокъ	noun	потокъ|noun|37964fa656d4894e	потокъ	потокъ	synodal:noun:wikt-36c3b79376c2	потокъ
noun:потопъ	noun	потопъ|noun|91b7460126f983f0	потопъ	потопъ	synodal:noun:wikt-255d419c6d4f	потопъ
noun:похоть	noun	похоть|noun|926320ed3cb02fc9	похоть	похоть	synodal:noun:wikt-46b15460d077	похоть
noun:праведникъ	noun	правьдьникъ|noun|e293b3c2bceeb64a	правьдьникъ	правьдьникъ	synodal:noun:pravednik	праведникъ
noun:правьда	noun	правьда|noun|48d2841ddd959efb	правьда	правьда	synodal:noun:v07-256e70c23b1ca476	правьда
noun:праздьникъ	noun	праздьникъ|noun|ab01474ba768d5e0	праздьникъ	праздьникъ	synodal:noun:v07-b91b1085819b6174	праздьникъ
noun:прахъ	noun	прахъ|noun|ca9d36788b879c5d	прахъ	прахъ	synodal:noun:wikt-e582b56810b4	прахъ
noun:прибѣжище	noun	прибѣжище|noun|c9fca85612618fc3	прибѣжище	прибѣжище	synodal:noun:wikt-4059a334d9ab	прибѣжище
noun:приносъ	noun	приносъ|noun|fbf917a3e626a125	приносъ	приносъ	synodal:noun:wikt-5e9e5de35a0c	приносъ
noun:пристанище	noun	пристанище|noun|ece5c7e473ec0c7e	пристанище	пристанище	synodal:noun:wikt-e0181cf8a673	пристанище
noun:притворъ	noun	притворъ|noun|6d9f20e9ab4c79a1	притворъ	притворъ	synodal:noun:wikt-4862208ad399	притворъ
noun:притъча	noun	притъча|noun|6897e5943850b655	притъча	притъча	synodal:noun:v07-1b8b92da31ce3a3f	притъча
noun:проказа	noun	проказа|noun|c3a21d813822a12e	проказа	проказа	synodal:noun:wikt-2dfa11728211	проказа
noun:пропасть	noun	пропасть|noun|4cb14137e9276a4d	пропасть	пропасть	synodal:noun:wikt-121f3af5b5aa	пропасть
noun:пророкъ	noun	пророкъ|noun|3080ecccdc5c1006	пророкъ	пророкъ	synodal:noun:wikt-803addd320b1	пророкъ
noun:путь	noun	пѫть|noun|c1fd8056e1705bc3	пѫть	пѫть	synodal:noun:path	пꙋть
noun:пътица	noun	пътица|noun|dc6619d027f1ed7f	пътица	пътица	synodal:noun:v06-dce2b2486b64fd57	пътица
noun:пьрѧ	noun	пьрꙗ|noun|feaa37382f73219c	пьрꙗ	пьрꙗ	synodal:noun:v07-6ca2b7a291df61c3	пьрꙗ
noun:пьшеница	noun	пьшеница|noun|efe723d0e88fc5bd	пьшеница	пьшеница	synodal:noun:v07-cb119f268ab8814e	пьшеница
noun:пѣснь	noun	пѣснь|noun|d3fe05550c5995d1	пѣснь	пѣснь	synodal:noun:wikt-f5010315b352	пѣснь
noun:пѣсъкъ	noun	пѣсъкъ|noun|4a0b3eee9ca9205e	пѣсъкъ	пѣсъкъ	synodal:noun:v07-35d61ae8e4953502	пѣсъкъ
noun:раба	noun	раба|noun|54a24170823027af	раба	раба	synodal:noun:v07-d2f9096ab3d42fc5	раба
noun:работа	noun	работа|noun|e76eef24f44517b7	работа	работа	synodal:noun:v07-6c9ec0247d8bcbdf	работа
noun:рабъ	noun	рабъ|noun|0ed64c2efc7fcfbf	рабъ	рабъ	synodal:noun:rab	рабъ
noun:радость	noun	радость|noun|ae15ef1e9166f7ab	радость	радость	synodal:noun:wikt-d65c6ae81047	радость
noun:разумъ	noun	разоумъ|noun|b4b2cf41a0f48b00	разоумъ	разоумъ	synodal:noun:v06-44fe6aceed3a2563	разꙋмъ
noun:раи	noun	раи|noun|5a47e0d36637659c	раи	раи	synodal:noun:wikt-7aa6991d4c6b	раи
noun:рамо	noun	рамо|noun|73819f1c62bcead5	рамо	рамо	synodal:noun:wikt-62f6e7bafefb	рамо
noun:рана	noun	рана|noun|abc0656624653d17	рана	рана	synodal:noun:wikt-f0839864e6c2	рана
noun:рать	noun	рать|noun|f93c21f69c770cd5	рать	рать	synodal:noun:wikt-c2cc5dd81830	рать
noun:риза	noun	риза|noun|08f2a9e19527bf6d	риза	риза	synodal:noun:wikt-f3833c75403b	риза
noun:римъ	noun	римъ|noun|e9eec079af6e21d7	Римъ	Римъ	synodal:proper-noun:wikt-672195fe4c96	римъ
noun:рогъ	noun	рогъ|noun|d9c363c34814114c	рогъ	рогъ	synodal:noun:wikt-a61007519ae8	рогъ
noun:родъ	noun	родъ|noun|41ff02d045451c91	родъ	родъ	synodal:noun:wikt-833afd91deda	родъ
noun:розга	noun	розга|noun|d9ec3be42d25803f	розга	розга	synodal:noun:wikt-87e34beda6e6	розга
noun:рука	noun	рѫка|noun|0b7e247640c8e027	рѫка	рѫка	synodal:noun:hand	рꙋка
noun:рѣка	noun	рѣка|noun|8844639f343cfc58	рѣка	рѣка	synodal:noun:wikt-1366b7801c1c	рѣка
noun:рѣчь	noun	рѣчь|noun|508c01fef7403c83	рѣчь	рѣчь	synodal:noun:wikt-fa71939e0b9c	рѣчь
noun:рѧдъ	noun	рѧдъ|noun|814d1ae204be3543	рѧдъ	рѧдъ	synodal:noun:wikt-ebf824b37802	рѧдъ
noun:садъ	noun	садъ|noun|787c48b22f06ed88	садъ	садъ	synodal:noun:wikt-74cc67f3f26b	садъ
noun:сапогъ	noun	сапогъ|noun|bf55b06a2ecc22a8	сапогъ	сапогъ	synodal:noun:wikt-ff14201e08b1	сапогъ
noun:сваръ	noun	сваръ|noun|e757a3cf3937705e	сваръ	сваръ	synodal:noun:wikt-bf7332eebde1	сваръ
noun:свекры	noun	свекрꙑ|noun|eba11b70f5c2d51e	свекрꙑ	свекрꙑ	synodal:noun:svekry	свекры
noun:свобода	noun	свобода|noun|4f70436022bff920	свобода	свобода	synodal:noun:wikt-a4923d0e43b2	свобода
noun:свѣтило	noun	свѣтило|noun|ae4f85f814586bff	свѣтило	свѣтило	synodal:noun:v06-02f6e46669e2730d	свѣтило
noun:свѣтильникъ	noun	свѣтильникъ|noun|118c11250379589b	свѣтильникъ	свѣтильникъ	synodal:noun:wikt-34b94f67f33b	свѣтильникъ
noun:свѣтъ	noun	свѣтъ|noun|5874e99455421b98	свѣтъ	свѣтъ	synodal:noun:svet	свѣтъ
noun:свѧтилище	noun	свѧтилище|noun|5765eab313580eac	свѧтилище	свѧтилище	synodal:noun:wikt-b94058de7e1f	свѧтилище
noun:свѧтитель	noun	свѧтитель|noun|19007d58784bf6d3	свѧтитель	свѧтитель	synodal:noun:svyatitel	свѧтитель
noun:село	noun	село|noun|ef504171c5bece48	село	село	synodal:noun:selo	село
noun:сестра	noun	сестра|noun|5136f3aae04fbbaa	сестра	сестра	synodal:noun:wikt-2ead150001eb	сестра
noun:сила	noun	сила|noun|5c88dcfa9db13c21	сила	сила	synodal:noun:sila	сила
noun:сионъ	noun	сионъ|noun|9706d9283ca84fa8	Сионъ	Сионъ	synodal:noun:v12-sion-king	сиѡнъ
noun:сирота	noun	сирота|noun|93bc3426515fdde7	сирота	сирота	synodal:noun:wikt-ddd4a6d79172	сирота
noun:скотъ	noun	скотъ|noun|ffae0c3116514a0d	скотъ	скотъ	synodal:noun:wikt-a0460e26ad87	скотъ
noun:скрижаль	noun	скрижаль|noun|5d8700bf70dc2847	скрижаль	скрижаль	synodal:noun:v06-7621ccb58f48f437	скрижаль
noun:скръбь	noun	скръбь|noun|9452642af70bad29	скръбь	скръбь	synodal:noun:v07-4ea57e089679d12a	скръбь
noun:слава	noun	слава|noun|cb0a8dcacd093437	слава	слава	synodal:noun:slava	слава
noun:сладость	noun	сладость|noun|eeecb0236718c8dd	сладость	сладость	synodal:noun:wikt-e9c47229a5f2	сладость
noun:слово	noun	слово|noun|ed8e5a29f53f0e75	слово	слово	synodal:noun:slovo	слово
noun:слъньце	noun	слъньце|noun|b168537ca928d1a0	слъньце	слъньце	synodal:noun:v07-51a011907839a167	слъньце
noun:сльза	noun	сльза|noun|85bc08c44b67393b	сльза	сльза	synodal:noun:v07-110562e7514bf239	сльза
noun:слѣдъ	noun	слѣдъ|noun|b26ec661efd69692	слѣдъ	слѣдъ	synodal:noun:wikt-c96e00520110	слѣдъ
noun:смрадъ	noun	смрадъ|noun|3e2d5fe29589f513	смрадъ	смрадъ	synodal:noun:wikt-73e46fa372de	смрадъ
noun:смѣхъ	noun	смѣхъ|noun|6cdcd5c4c7de1f25	смѣхъ	смѣхъ	synodal:noun:wikt-8903b7f79bf6	смѣхъ
noun:снопъ	noun	снопъ|noun|421e909521856d65	снопъ	снопъ	synodal:noun:wikt-25524f282db4	снопъ
noun:снѣгъ	noun	снѣгъ|noun|8611f25c4256c521	снѣгъ	снѣгъ	synodal:noun:wikt-f73fbd627926	снѣгъ
noun:солило	noun	солило|noun|664d5c254c2f9197	солило	солило	synodal:noun:wikt-4d387300eb68	солило
noun:соль	noun	соль|noun|6ec7e46006dc557f	соль	соль	synodal:noun:wikt-3e5b70064769	соль
noun:сонмище	noun	съньмище|noun|5082c9bd4ee0fe89	съньмище	съньмище	synodal:noun:v12-sonmishche	сонмище
noun:сонмъ	noun	съньмъ|noun|51311b77ce782e83	съньмъ	съньмъ	synodal:noun:v11-ba59d1e727b5	сонмъ
noun:сосудъ	noun	съсѫдъ|noun|7acfc8297e7f9dee	съсѫдъ	съсѫдъ	synodal:noun:sosud	сосꙋдъ
noun:спасъ	noun	съпасъ|noun|5dfeb9a7880019da	съпасъ	съпасъ	synodal:noun:spas-title	спасъ
noun:срамота	noun	срамота|noun|ac79800549060432	срамота	срамота	synodal:noun:wikt-88abef3b5e70	срамота
noun:срамъ	noun	срамъ|noun|8845bb1d018ee205	срамъ	срамъ	synodal:noun:wikt-f3678fc94b53	срамъ
noun:срѣда	noun	срѣда|noun|13b9f244456093c1	срѣда	срѣда	synodal:noun:v07-a3ae863d2e278700	срѣда
noun:ставъ	noun	ставъ|noun|5236fda90af69a92	ставъ	ставъ	synodal:noun:wikt-3b27d8de6bc6	ставъ
noun:стадо	noun	стадо|noun|d7f5128ca3ae37f3	стадо	стадо	synodal:noun:wikt-5e7decaf3d4a	стадо
noun:станъ	noun	станъ|noun|5b0b86275c84ff2b	станъ	станъ	synodal:noun:wikt-f09eee315b3f	станъ
noun:старость	noun	старость|noun|0b4a58dd211944d7	старость	старость	synodal:noun:wikt-9d7335013020	старость
noun:старьць	noun	старьць|noun|6b7114c533e0b6f3	старьць	старьць	synodal:noun:v07-55b8d0f486450d5c	старьць
noun:стегно	noun	стегно|noun|6d23d99b4e3dbe1f	стегно	стегно	synodal:noun:wikt-fdf95335239b	стегно
noun:стлъпъ	noun	стлъпъ|noun|ae23e4b1a63c4ec2	стлъпъ	стлъпъ	synodal:noun:v07-79d1fda682c8fca2	стлъпъ
noun:стопа	noun	стопа|noun|1c9280924aca0e5a	стопа	стопа	synodal:noun:wikt-315c47beb63a	стопа
noun:стражба	noun	стражьба|noun|693e9230f9f5a162	стражьба	стражьба	synodal:noun:v12-strazhba	стражба
noun:страна	noun	страна|noun|3fdcdf49530d20a9	страна	страна	synodal:noun:wikt-bed493d2f679	страна
noun:страсть	noun	страсть|noun|65cab22d09f8457b	страсть	страсть	synodal:noun:wikt-2d68e170f796	страсть
noun:страхъ	noun	страхъ|noun|f20c13b265745984	страхъ	страхъ	synodal:noun:wikt-7edbe8aea3ab	страхъ
noun:строитель	noun	строител҄ь|noun|4750969638a11a42	строител҄ь	строител҄ь	synodal:noun:wikt-905c425cfe42	строитель
noun:строительство	noun	строительство|noun|8d517e0f1f38deef	строительство	строительство	synodal:noun:wikt-4053f0ccdc76	строительство
noun:стрѣла	noun	стрѣла|noun|397d1a7db5815d9d	стрѣла	стрѣла	synodal:noun:wikt-25f6c76b99ba	стрѣла
noun:стѣна	noun	стѣна|noun|93b0364c4f6caad8	стѣна	стѣна	synodal:noun:wikt-929f4ea98ebd	стѣна
noun:съборъ	noun	съборъ|noun|d6a9b9b33906e94e	съборъ	съборъ	synodal:noun:v07-44075006050c1854	съборъ
noun:съвѣдѣтельство	noun	съвѣдѣтельство|noun|0054afb1a0ea91ea	съвѣдѣтельство	съвѣдѣтельство	synodal:noun:v07-deecc05399a68453	съвѣдѣтельство
noun:съкровище	noun	съкровище|noun|b9d20e46c630e078	съкровище	съкровище	synodal:noun:v07-01c99571fa22c383	съкровище
noun:съмрьть	noun	съмрьть|noun|5019a5ae46894dc3	съмрьть	съмрьть	synodal:noun:v07-dc1fad6a14b44ac1	съмрьть
noun:сънѣдь	noun	сънѣдь|noun|1d12a139b9d2442d	сънѣдь	сънѣдь	synodal:noun:v07-bac2c01e0731daaf	сънѣдь
noun:сьребро	noun	сьребро|noun|76881c0808689c94	сьребро	сьребро	synodal:noun:v07-9e67fe4feee072bd	сьребро
noun:сѣверъ	noun	сѣверъ|noun|3ec569dbee21bf98	сѣверъ	сѣверъ	synodal:noun:wikt-a4bc4c95c980	сѣверъ
noun:сѣно	noun	сѣно|noun|69ffe6b751a0dabf	сѣно	сѣно	synodal:noun:wikt-2feeeb057ed9	сѣно
noun:сѣнь	noun	сѣнь|noun|a645fa7dc068da61	сѣнь	сѣнь	synodal:noun:wikt-53f0aace1342	сѣнь
noun:сѣть	noun	сѣть|noun|aba31e9b52ca0401	сѣть	сѣть	synodal:noun:wikt-b4e3cb563142	сѣть
noun:сѣчиво	noun	сѣчиво|noun|bdc7fa96d1fd2e1c	сѣчиво	сѣчиво	synodal:noun:wikt-e6a152932fce	сѣчиво
noun:тать	noun	тать|noun|0d3bf9f60a7e4335	тать	тать	synodal:noun:wikt-3232c6ef6003	тать
noun:тварь	noun	тварь|noun|309c63b0ab12e4c3	тварь	тварь	synodal:noun:wikt-a525429c2611	тварь
noun:тврьдь	noun	тврьдь|noun|e2f1c5fa247fcc4f	тврьдь	тврьдь	synodal:noun:v07-18aadd55ae58acdd	тврьдь
noun:тельць	noun	тельць|noun|ed9848f21b091f03	тельць	тельць	synodal:noun:v07-e59f0846ce2a8b12	тельць
noun:тишина	noun	тишина|noun|f9a52c68f30adeb1	тишина	тишина	synodal:noun:wikt-cce7d30e9b64	тишина
noun:точило	noun	точило|noun|bb14ad36caddb8b9	точило	точило	synodal:noun:wikt-970c62819eb0	точило
noun:трава	noun	трава|noun|11790fac57d47567	трава	трава	synodal:noun:wikt-9bc9229b1648	трава
noun:трепетъ	noun	трепетъ|noun|3176bcb811154cb3	трепетъ	трепетъ	synodal:noun:wikt-650a82bfd2ce	трепетъ
noun:трупъ	noun	троупъ|noun|62b4f2d3030bfd6f	троупъ	троупъ	synodal:noun:wikt-bb9d50d72e1e	трꙋпъ
noun:трусъ	noun	трѫсъ|noun|f2ba00ac9a4318e0	трѫсъ	трѫсъ	synodal:noun:v12-trus	трꙋсъ
noun:тьма	noun	тьма|noun|b2e1939eab161700	тьма	тьма	synodal:noun:wikt-3c771d4eab2b	тьма
noun:тьмьница	noun	тьмьница|noun|8c2edebb02558e4d	тьмьница	тьмьница	synodal:noun:v07-677c3fbe80a9defc	тьмьница
noun:тѣло	noun	тѣло|noun|56ae46f2d48df563	тѣло	тѣло	synodal:noun:wikt-3c0ac0c2e796	тѣло
noun:тѧгость	noun	тѧгость|noun|0acb10798b99d9e3	тѧгость	тѧгость	synodal:noun:wikt-ba969a84cc33	тѧгость
noun:удъ	noun	оудъ|noun|02c4c837ad796566	оудъ	оудъ	synodal:noun:ud	ꙋдъ
noun:умъ	noun	оумъ|noun|36c30b67f61bf6f1	оумъ	оумъ	synodal:noun:v07-bcdc26825740ef65	оумъ
noun:уста	noun	оуста|noun|ea87629518c1e243	оуста	оуста	synodal:noun:wikt-329fdac29b56	оуста
noun:утро	noun	оутро|noun|1ef8b58230b61909	оутро	оутро	synodal:noun:v07-c2d7f7cbabd89e59	оутро
noun:ухо	noun	оухо|noun|ad13ef1e3063c31a	оухо	оухо	synodal:noun:v07-12621bc315f78ff8	ѹхо
noun:фараонъ	noun	фараѡнъ|noun|b2d9a7eec3b10115	фараѡнъ	фараѡнъ	synodal:noun:wikt-3379a6fab3cf	фараѡнъ
noun:хвала	noun	хвала|noun|021eb7a718866ca6	хвала	хвала	synodal:noun:wikt-5889f47b19aa	хвала
