lexeme_id	sense_id	cell	expanded	printed	rule_id	evidence_id	reversible	required_marks	context_restrictions	ambiguity	source_recension	target_recension
synodal:noun:angel	sense:v05:noun:angel	noun:genitive:singular:animate	ангела	а҆́гг҃ла	SYN-ABBR-ANGEL-GEN-SG	alypy-3-abbreviation-inventory,v05-abbr-angel-gen	false	initial-breathing,titlo	reverential angel identity; genitive singular compatible analysis	homographic with animate accusative and both remain visible	synodal-russian	synodal-russian
synodal:noun:angel	sense:v05:noun:angel	noun:nominative:plural:animate	ангели	а҆́гг҃ли	SYN-ABBR-ANGEL-NOM-PL-I	alypy-3-abbreviation-inventory,v05-abbr-angel-nom-pl-i	false	initial-breathing,titlo	reverential angel identity; nominative plural -и form	exact contracted variant only	synodal-russian	synodal-russian
synodal:noun:angel	sense:v05:noun:angel	noun:nominative:plural:animate	ангелы	а҆́гг҃лы	SYN-ABBR-ANGEL-NOM-PL-Y	alypy-3-abbreviation-inventory,v05-abbr-angel-nom-pl-y	false	initial-breathing,titlo	reverential angel identity; nominative plural -ы form	exact contracted variant only	synodal-russian	synodal-russian
synodal:noun:angel	sense:v05:noun:angel	noun:nominative:singular:animate	ангелъ	А҆́гг҃лъ	SYN-ABBR-ANGEL-NOM-SG	alypy-3-abbreviation-inventory,v05-abbr-angel-nom	false	initial-breathing,titlo	reverential good-angel identity; sentence-initial nominative singular	§3 explicitly distinguishes the untitled evil-spirit spelling	synodal-russian	synodal-russian
synodal:noun:angel	sense:v05:noun:angel	noun:nominative:singular:animate	ангелъ	а҆́гг҃лъ	SYN-ABBR-ANGEL-LOWER-NOM-SG	alypy-3-abbreviation-inventory,v06-target-angel-lower-nom-abbreviation	false	initial-breathing,titlo	reverential good-angel identity; lowercase nominative singular exact variant	§3 distinguishes the untitled evil-spirit spelling; no case folding is performed	synodal-russian	synodal-russian
synodal:noun:bog	sense:deity:christian	noun:accusative:singular:animate	бога	бг҃а	SYN-ABBR-BOG-ACC-SG	alypy-3-titlo-abbreviations,ponomar-acts-2-47-boga-abbreviation-acc	false	titlo	Christian-deity identity; animate accusative singular only	homographic with genitive and both analyses must remain visible without syntax	synodal-russian	synodal-russian
synodal:noun:bog	sense:deity:christian	noun:dative:singular:animate	богови	бг҃ови	SYN-ABBR-BOG-DAT-SG-OVI	alypy-3-titlo-abbreviations,ponomar-acts-7-20-bogovi-abbreviation	false	titlo	Christian-deity identity; alternative dative singular -ови form	alternative dative бг҃ꙋ remains visible for the same cell	synodal-russian	synodal-russian
synodal:noun:bog	sense:deity:christian	noun:dative:singular:animate	богꙋ	бг҃ꙋ	SYN-ABBR-BOG-DAT-SG-U	alypy-3-titlo-abbreviations,ponomar-acts-5-4-bogu-abbreviation	false	titlo	Christian-deity identity; dative singular -ꙋ form	alternative dative бг҃ови remains visible for the same cell	synodal-russian	synodal-russian
synodal:noun:bog	sense:deity:christian	noun:genitive:singular:animate	бога	бг҃а	SYN-ABBR-BOG-GEN-SG	alypy-3-titlo-abbreviations,ponomar-acts-5-39-boga-abbreviation-gen	false	titlo	Christian-deity identity; genitive singular only	homographic with animate accusative and both analyses must remain visible without syntax	synodal-russian	synodal-russian
synodal:noun:bog	sense:deity:christian	noun:instrumental:singular:animate	богомъ	бг҃омъ	SYN-ABBR-BOG-INS-SG	alypy-3-titlo-abbreviations,ponomar-acts-4-19-bogom-abbreviation	false	titlo	Christian-deity identity; instrumental singular only	cell requires syntactic context when the surface is analyzed in isolation	synodal-russian	synodal-russian
synodal:noun:bog	sense:deity:christian	noun:locative:singular:animate	бозѣ	бз҃ѣ	SYN-ABBR-BOG-LOC-SG	alypy-3-titlo-abbreviations,ponomar-deut-32-21-boze-abbreviation	false	titlo	Christian-deity identity; locative singular consonantal alternant after a governing preposition	contraction does not license the alternant outside this exact cell	synodal-russian	synodal-russian
synodal:noun:bog	sense:deity:christian	noun:nominative:singular:animate	богъ	бг҃ъ	SYN-ABBR-NOMEN-SACRUM-BOG	alypy-3-titlo-abbreviations	false	titlo	Christian-deity semantic identity; nominative singular only	printed contraction is not reversible without semantic and grammatical context	synodal-russian	synodal-russian
synodal:noun:father	sense:v05:noun:father	noun:accusative:singular:animate	отца	ѻ҆ц҃а̀	SYN-ABBR-FATHER-ACC-SG	alypy-3-abbreviation-inventory,v05-abbr-father-gen	false	initial-breathing,titlo	father or divine Father identity; animate accusative compatible analysis	homographic genitive remains compatible	synodal-russian	synodal-russian
synodal:noun:father	sense:v05:noun:father	noun:genitive:singular:animate	отца	ѻ҆ц҃а̀	SYN-ABBR-FATHER-GEN-SG	alypy-3-abbreviation-inventory,v05-abbr-father-gen	false	initial-breathing,titlo	father or divine Father identity; genitive singular compatible analysis	homographic animate accusative remains compatible	synodal-russian	synodal-russian
synodal:noun:father	sense:v05:noun:father	noun:nominative:singular:animate	отецъ	ѻ҆ц҃ъ	SYN-ABBR-FATHER-NOM-SG	alypy-3-abbreviation-inventory,v05-abbr-father-nom	false	initial-breathing,titlo	father or divine Father identity; nominative singular only	exact contracted cell only	synodal-russian	synodal-russian
synodal:noun:kingdom	sense:v05:noun:kingdom	noun:accusative:singular:inanimate	царствїе	црⷭ҇твїе	SYN-ABBR-KINGDOM-ACC-SG	alypy-3-abbreviation-inventory,v05-abbr-kingdom-nom	false	titlo,superscript-s,pokrytie	kingdom identity; accusative singular compatible analysis	homographic nominative remains compatible	synodal-russian	synodal-russian
synodal:noun:kingdom	sense:v05:noun:kingdom	noun:genitive:singular:inanimate	царствїѧ	црⷭ҇твїѧ	SYN-ABBR-KINGDOM-GEN-SG	alypy-3-abbreviation-inventory,v05-abbr-kingdom-gen	false	titlo,superscript-s,pokrytie	kingdom identity; genitive singular compatible analysis	plural homographs require separate evidence	synodal-russian	synodal-russian
synodal:noun:kingdom	sense:v05:noun:kingdom	noun:locative:singular:inanimate	царствїи	црⷭ҇твїи	SYN-ABBR-KINGDOM-LOC-SG	alypy-3-abbreviation-inventory,v05-abbr-kingdom-loc	false	titlo,superscript-s,pokrytie	kingdom identity; locative singular only	exact contracted cell only	synodal-russian	synodal-russian
synodal:noun:kingdom	sense:v05:noun:kingdom	noun:nominative:singular:inanimate	царствїе	црⷭ҇твїе	SYN-ABBR-KINGDOM-NOM-SG	alypy-3-abbreviation-inventory,v05-abbr-kingdom-nom	false	titlo,superscript-s,pokrytie	kingdom identity; nominative singular compatible analysis	homographic accusative remains compatible	synodal-russian	synodal-russian
synodal:noun:milost	sense:mercy	noun:accusative:singular:inanimate	милость	млⷭ҇ть	SYN-ABBR-MERCY-ACC-SG	alypy-3-abbreviation-inventory,v05-abbr-mercy-nom	false	titlo,superscript-s,pokrytie	mercy identity; accusative singular compatible analysis	homographic nominative remains compatible	synodal-russian	synodal-russian
synodal:noun:milost	sense:mercy	noun:genitive:singular:inanimate	милости	млⷭ҇ти	SYN-ABBR-MERCY-GEN-SG	alypy-3-abbreviation-inventory,v05-abbr-mercy-gen	false	titlo,superscript-s,pokrytie	mercy identity; genitive singular compatible analysis	other homographic cases require contextual support	synodal-russian	synodal-russian
synodal:noun:milost	sense:mercy	noun:nominative:singular:inanimate	милость	млⷭ҇ть	SYN-ABBR-MERCY-NOM-SG	alypy-3-abbreviation-inventory,v05-abbr-mercy-nom	false	titlo,superscript-s,pokrytie	mercy identity; nominative singular compatible analysis	homographic accusative remains compatible	synodal-russian	synodal-russian
synodal:noun:spirit	sense:v05:noun:spirit	noun:accusative:singular:animate	дꙋха	дх҃а	SYN-ABBR-SPIRIT-ACC-SG	alypy-3-abbreviation-inventory,v05-abbr-spirit-gen	false	titlo	reverential spirit identity; animate accusative compatible analysis	homographic with genitive and both remain visible	synodal-russian	synodal-russian
synodal:noun:spirit	sense:v05:noun:spirit	noun:genitive:singular:animate	дꙋха	дх҃а	SYN-ABBR-SPIRIT-GEN-SG	alypy-3-abbreviation-inventory,v05-abbr-spirit-gen	false	titlo	reverential spirit identity; genitive singular compatible analysis	homographic with animate accusative and both remain visible	synodal-russian	synodal-russian
synodal:noun:spirit	sense:v05:noun:spirit	noun:instrumental:singular:animate	дꙋхомъ	дх҃омъ	SYN-ABBR-SPIRIT-INS-SG	alypy-3-abbreviation-inventory,v05-abbr-spirit-ins	false	titlo	reverential spirit identity; instrumental singular only	exact contracted cell only	synodal-russian	synodal-russian
synodal:noun:spirit	sense:v05:noun:spirit	noun:nominative:singular:animate	дꙋхъ	дх҃ъ	SYN-ABBR-SPIRIT-NOM-SG	alypy-3-abbreviation-inventory,v05-abbr-spirit-nom	false	titlo	reverential spirit identity; nominative singular only	ordinary uncontracted breath or spirit spellings are separate exact forms	synodal-russian	synodal-russian
synodal:noun:syn	sense:son	noun:nominative:singular:animate	сынъ	сн҃ъ	SYN-ABBR-SON-NOM-SG	alypy-3-abbreviation-inventory,v06-target-son-nom-abbreviation	false	titlo	son identity; lowercase nominative singular exact contraction	the contraction is non-reversible without lexical and grammatical context	synodal-russian	synodal-russian
synodal:noun:v06-israel	sense:v06:israel	noun:dative:singular:animate	израилю	і҆и҃лю	SYN-ABBR-V06-ISRAEL-NOUN-DAT-SG	v06-manual-alypy-israel,v06-manual-target-israel-noun-dat-sg	false	initial-breathing,titlo	Israel proper-name or relational-adjective identity in the exact listed cell only; lowercase liturgical contraction	surface may have unsupported case or adjective alternatives outside the listed exact cell	synodal-russian	synodal-russian
synodal:noun:v06-israel	sense:v06:israel	noun:genitive:singular:animate	израилѧ	і҆и҃лѧ	SYN-ABBR-V06-ISRAEL-NOUN-GEN-SG	v06-manual-alypy-israel,v06-manual-target-israel-noun-gen-sg	false	initial-breathing,titlo	Israel proper-name or relational-adjective identity in the exact listed cell only; lowercase liturgical contraction	surface may have unsupported case or adjective alternatives outside the listed exact cell	synodal-russian	synodal-russian
synodal:noun:v06-israel	sense:v06:israel	noun:instrumental:singular:animate	израилемъ	і҆и҃лемъ	SYN-ABBR-V06-ISRAEL-NOUN-INS-SG	v06-manual-alypy-israel,v06-manual-target-israel-noun-ins-sg	false	initial-breathing,titlo	Israel proper-name or relational-adjective identity in the exact listed cell only; lowercase liturgical contraction	surface may have unsupported case or adjective alternatives outside the listed exact cell	synodal-russian	synodal-russian
synodal:noun:v06-israel	sense:v06:israel	noun:locative:singular:animate	израили	і҆и҃ли	SYN-ABBR-V06-ISRAEL-NOUN-LOC-SG	v06-manual-alypy-israel,v06-manual-target-israel-noun-loc-sg	false	initial-breathing,titlo	Israel proper-name or relational-adjective identity in the exact listed cell only; lowercase liturgical contraction	surface may have unsupported case or adjective alternatives outside the listed exact cell	synodal-russian	synodal-russian
synodal:noun:v06-israel	sense:v06:israel	noun:nominative:singular:animate	израиль	і҆и҃ль	SYN-ABBR-V06-ISRAEL-NOUN-NOM-SG	v06-manual-alypy-israel,v06-manual-target-israel-noun-nom-sg	false	initial-breathing,titlo	Israel proper-name or relational-adjective identity in the exact listed cell only; lowercase liturgical contraction	surface may have unsupported case or adjective alternatives outside the listed exact cell	synodal-russian	synodal-russian
synodal:noun:wikt-34a574308ceb	sense:v03:34a574308ceb	noun:nominative:singular:inanimate	глаголъ	гл҃го́лъ	SYN-ABBR-GLAGOL-NOUN-NOM-SG	alypy-3-glagol-abbreviation,ponomar-acts-11-16-glagol-ashe-abbreviation	false	titlo	lexical noun identity глаголъ; nominative singular only	the contraction must not be confused with verbal гл҃- forms	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	sense:v03:7790891c2704	noun:accusative:singular:inanimate	небо	нб҃о	SYN-ABBR-HEAVEN-ACC-SG	alypy-3-abbreviation-inventory,v05-abbr-heaven-nom	false	titlo	heaven or sky identity; accusative singular compatible analysis	homographic with nominative singular	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	sense:v03:7790891c2704	noun:locative:plural:inanimate	небесѣхъ	нб҃сѣ́хъ	SYN-ABBR-HEAVEN-LOC-PL	alypy-3-abbreviation-inventory,v05-abbr-heaven-loc-pl	false	titlo	heaven or sky identity; locative plural only	exact contracted cell only	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	sense:v03:7790891c2704	noun:locative:singular:inanimate	небесе	нб҃сѐ	SYN-ABBR-HEAVEN-LOC-SG-E	alypy-3-abbreviation-inventory,v05-abbr-heaven-loc-e	false	titlo	heaven or sky identity; locative singular -есе variant	exact contracted variant only	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	sense:v03:7790891c2704	noun:locative:singular:inanimate	небеси	нб҃сѝ	SYN-ABBR-HEAVEN-LOC-SG-I	alypy-3-abbreviation-inventory,v05-abbr-heaven-loc-i	false	titlo	heaven or sky identity; locative singular -еси variant	exact contracted variant only	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	sense:v03:7790891c2704	noun:nominative:singular:inanimate	небо	нб҃о	SYN-ABBR-HEAVEN-NOM-SG	alypy-3-abbreviation-inventory,v05-abbr-heaven-nom	false	titlo	heaven or sky identity; nominative singular compatible analysis	homographic with accusative singular	synodal-russian	synodal-russian
synodal:noun:wikt-803addd320b1	sense:v03:803addd320b1	noun:accusative:singular:animate	пророка	прⷪ҇ро́ка	SYN-ABBR-PROPHET-ACC-SG	alypy-3-abbreviation-inventory,v05-abbr-prophet-gen	false	titlo,superscript-o,pokrytie	prophet identity; animate accusative compatible analysis	homographic genitive remains compatible	synodal-russian	synodal-russian
synodal:noun:wikt-803addd320b1	sense:v03:803addd320b1	noun:genitive:plural:animate	пророковъ	прⷪ҇ро́кѡвъ	SYN-ABBR-PROPHET-GEN-PL	alypy-3-abbreviation-inventory,v05-abbr-prophet-gen-pl	false	titlo,superscript-o,pokrytie	prophet identity; genitive plural only	exact contracted cell only	synodal-russian	synodal-russian
synodal:noun:wikt-803addd320b1	sense:v03:803addd320b1	noun:genitive:singular:animate	пророка	прⷪ҇ро́ка	SYN-ABBR-PROPHET-GEN-SG	alypy-3-abbreviation-inventory,v05-abbr-prophet-gen	false	titlo,superscript-o,pokrytie	prophet identity; genitive singular compatible analysis	homographic animate accusative remains compatible	synodal-russian	synodal-russian
synodal:noun:wikt-803addd320b1	sense:v03:803addd320b1	noun:nominative:plural:animate	пророки	прⷪ҇ро́ки	SYN-ABBR-PROPHET-NOM-PL	alypy-3-abbreviation-inventory,v05-abbr-prophet-nom-pl	false	titlo,superscript-o,pokrytie	prophet identity; nominative plural only	exact contracted cell only	synodal-russian	synodal-russian
synodal:noun:wikt-803addd320b1	sense:v03:803addd320b1	noun:nominative:singular:animate	пророкъ	прⷪ҇ро́къ	SYN-ABBR-PROPHET-NOM-SG-O	alypy-3-abbreviation-inventory,v05-abbr-prophet-nom-o	false	titlo,superscript-o,pokrytie	prophet identity; nominative singular о variant	exact contracted variant only	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:accusative:singular:animate	господа	гдⷭ҇а	SYN-ABBR-GOSPOD-ACC-SG	alypy-3-titlo-abbreviations,ponomar-acts-2-25-gospoda-abbreviation	false	titlo,superscript-s,pokrytie	reverential Lord or master identity; animate accusative singular only	may be confused with a genitive contraction unless syntax supplies the cell	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:dative:singular:animate	господеви	гдⷭ҇еви	SYN-ABBR-GOSPOD-DAT-SG-EVI	alypy-3-titlo-abbreviations,ponomar-acts-2-34-gospodevi-abbreviation	false	titlo,superscript-s,pokrytie	reverential Lord or master identity; alternative dative singular -еви variant	alternative dative contraction гдⷭ҇ꙋ remains possible for the same cell	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:dative:singular:animate	господу	гдⷭ҇ꙋ	SYN-ABBR-GOSPOD-DAT-SG-U	alypy-3-titlo-abbreviations,ponomar-acts-8-24-gospodu-abbreviation	false	titlo,superscript-s,pokrytie	reverential Lord or master identity; dative singular -ꙋ variant	alternative dative contraction гдⷭ҇еви remains possible for the same cell	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:instrumental:singular:animate	господемъ	гдⷭ҇емъ	SYN-ABBR-GOSPOD-INS-SG	alypy-3-titlo-abbreviations,v05-source-form-gospod-ins-baruch-2-33	false	titlo,superscript-s,pokrytie	reverential Lord or master identity; instrumental singular only	printed contraction requires syntactic context to establish the cell	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:locative:singular:animate	господѣ	гдⷭ҇ѣ	SYN-ABBR-GOSPOD-LOC-SG	alypy-3-titlo-abbreviations,ponomar-acts-11-23-gospode-abbreviation	false	titlo,superscript-s,pokrytie	reverential Lord or master identity; locative singular after a governing preposition	printed contraction requires the governing preposition to establish the cell	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:nominative:singular:animate	господь	Гдⷭ҇ь	SYN-ABBR-GOSPOD-CAP-NOM-SG	alypy-3-abbreviation-inventory,v05-abbr-gospod-cap-nom	false	titlo,superscript-s,pokrytie	sentence-initial reverential Lord identity; nominative singular only	capitalization is preserved exactly	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:nominative:singular:animate	господь	гдⷭ҇ь	SYN-ABBR-GOSPOD-NOM-SG	alypy-3-titlo-abbreviations,ponomar-acts-1-21-gospod-abbreviation	false	titlo,superscript-s,pokrytie	reverential Lord or master identity; nominative singular only	may be confused with related господь contractions until grammatical context is supplied	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:vocative:singular:animate	господи	Гдⷭ҇и	SYN-ABBR-GOSPOD-CAP-VOC-SG	alypy-3-abbreviation-inventory,v05-abbr-gospod-cap-voc	false	titlo,superscript-s,pokrytie	sentence-initial direct address to the Lord; vocative singular only	capitalization is preserved exactly	synodal-russian	synodal-russian
synodal:noun:wikt-ed67a3345df1	sense:v03:ed67a3345df1	noun:vocative:singular:animate	господи	гдⷭ҇и	SYN-ABBR-GOSPOD-VOC-SG	alypy-3-titlo-abbreviations,ponomar-acts-1-6-gospodi-abbreviation	false	titlo,superscript-s,pokrytie	direct address to the reverential Lord or master; vocative singular only	printed contraction requires syntactic context to distinguish related cells	synodal-russian	synodal-russian
synodal:proper-noun:christ	sense:v05:proper-noun:christ	noun:accusative:singular:animate	христа	хрⷭ҇та̀	SYN-ABBR-CHRIST-ACC-SG	alypy-3-abbreviation-inventory,v05-abbr-christ-acc	false	titlo,superscript-s,pokrytie	Christ title; animate accusative singular compatible analysis	homographic with genitive and both analyses remain visible	synodal-russian	synodal-russian
synodal:proper-noun:christ	sense:v05:proper-noun:christ	noun:genitive:singular:animate	христа	хрⷭ҇та̀	SYN-ABBR-CHRIST-GEN-SG	alypy-3-abbreviation-inventory,v05-abbr-christ-acc	false	titlo,superscript-s,pokrytie	Christ title; genitive singular compatible analysis	homographic with animate accusative and both analyses remain visible	synodal-russian	synodal-russian
synodal:proper-noun:christ	sense:v05:proper-noun:christ	noun:instrumental:singular:animate	христомъ	хрⷭ҇то́мъ	SYN-ABBR-CHRIST-INS-SG	alypy-3-abbreviation-inventory,v05-abbr-christ-ins	false	titlo,superscript-s,pokrytie	Christ title; instrumental singular only	exact contracted cell only	synodal-russian	synodal-russian
synodal:proper-noun:christ	sense:v05:proper-noun:christ	noun:locative:singular:animate	христѣ	хрⷭ҇тѣ̀	SYN-ABBR-CHRIST-LOC-SG	alypy-3-abbreviation-inventory,v05-abbr-christ-loc	false	titlo,superscript-s,pokrytie	Christ title; locative singular after a governing preposition	exact contracted cell only	synodal-russian	synodal-russian
synodal:proper-noun:christ	sense:v05:proper-noun:christ	noun:nominative:singular:animate	христосъ	хрⷭ҇то́съ	SYN-ABBR-CHRIST-NOM-SG	alypy-3-abbreviation-inventory,v05-abbr-christ-nom	false	titlo,superscript-s,pokrytie	Christ or anointed-person title; nominative singular only	contraction does not identify a bearer outside context	synodal-russian	synodal-russian
synodal:proper-noun:jerusalem	sense:v05:proper-noun:jerusalem	noun:accusative:singular:inanimate	іерꙋсалимъ	і҆ерⷭ҇ли́мъ	SYN-ABBR-JERUSALEM-ACC-SG	alypy-3-jerusalem-abbreviation,ponomar-acts-4-5-jerusalem-acc	false	initial-breathing,titlo,superscript-s,pokrytie	biblical place Jerusalem; inanimate accusative singular after a directional preposition	homographic with nominative singular and both compatible analyses remain visible	synodal-russian	synodal-russian
synodal:proper-noun:jerusalem	sense:v05:proper-noun:jerusalem	noun:genitive:singular:inanimate	іерꙋсалима	і҆ерⷭ҇ли́ма	SYN-ABBR-JERUSALEM-GEN-SG	alypy-3-jerusalem-abbreviation,ponomar-acts-1-4-jerusalem-gen	false	initial-breathing,titlo,superscript-s,pokrytie	biblical place Jerusalem; genitive singular only	contraction establishes this exact cell only	synodal-russian	synodal-russian
synodal:proper-noun:jerusalem	sense:v05:proper-noun:jerusalem	noun:locative:singular:inanimate	іерꙋсалимѣ	і҆ерⷭ҇ли́мѣ	SYN-ABBR-JERUSALEM-LOC-SG	alypy-3-jerusalem-abbreviation,ponomar-acts-1-19-jerusalem-loc	false	initial-breathing,titlo,superscript-s,pokrytie	biblical place Jerusalem; locative singular after a governing preposition	contraction establishes this exact cell only	synodal-russian	synodal-russian
synodal:proper-noun:jerusalem	sense:v05:proper-noun:jerusalem	noun:nominative:singular:inanimate	іерꙋсалимъ	і҆ерⷭ҇ли́мъ	SYN-ABBR-JERUSALEM-NOM-SG	alypy-3-jerusalem-abbreviation,v05-source-form-48e69faff126710e	false	initial-breathing,titlo,superscript-s,pokrytie	biblical place Jerusalem; nominative dictionary form explicitly printed in the normative inventory	contraction is not reversible without the reviewed place identity	synodal-russian	synodal-russian
synodal:proper-noun:jesus	sense:v05:proper-noun:jesus	noun:accusative:singular:animate	іисꙋса	і҆и҃са	SYN-ABBR-JESUS-ACC-SG	alypy-3-jesus-abbreviation,v05-source-form-34c773538d42933d	false	initial-breathing,titlo	biblical masculine proper name Jesus or Joshua; animate accusative singular only	homographic with genitive singular and both supported analyses remain visible	synodal-russian	synodal-russian
synodal:proper-noun:jesus	sense:v05:proper-noun:jesus	noun:genitive:singular:animate	іисꙋса	і҆и҃са	SYN-ABBR-JESUS-GEN-SG	alypy-3-jesus-abbreviation,v05-source-form-34c773538d42933d	false	initial-breathing,titlo	biblical masculine proper name Jesus or Joshua; genitive singular only	homographic with animate accusative singular and both supported analyses remain visible	synodal-russian	synodal-russian
synodal:proper-noun:jesus	sense:v05:proper-noun:jesus	noun:locative:singular:animate	іисꙋсѣ	і҆и҃сѣ	SYN-ABBR-JESUS-LOC-SG	alypy-3-jesus-abbreviation,ponomar-acts-25-19-jesus-abbreviation	false	initial-breathing,titlo	biblical masculine proper name Jesus or Joshua; locative singular after a governing preposition	contraction establishes this exact cell only and is not reversible without context	synodal-russian	synodal-russian
synodal:proper-noun:jesus	sense:v05:proper-noun:jesus	noun:nominative:singular:animate	іисꙋсъ	І҆и҃съ	SYN-ABBR-JESUS-CAPITAL-NOM-SG	alypy-3-jesus-abbreviation,v06-target-jesus-capital-nom-abbreviation	false	initial-breathing,titlo	biblical masculine proper name; sentence-initial nominative singular exact variant	capitalization is exact and licenses no blanket case folding	synodal-russian	synodal-russian
synodal:proper-noun:jesus	sense:v05:proper-noun:jesus	noun:nominative:singular:animate	іисꙋсъ	і҆и҃съ	SYN-ABBR-JESUS-NOM-SG	alypy-3-jesus-abbreviation,v05-source-form-4928be9801b7513e	false	initial-breathing,titlo	biblical masculine proper name Jesus or Joshua; nominative singular only	contraction does not identify a particular bearer without context and does not license uncited cells	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	aorist:first:singular	глаголахъ	гл҃ахъ	SYN-ABBR-GLAGOL-AOR-1SG	alypy-3-abbreviation-inventory,ponomar-deut-9-13-glagol-akh-abbreviation	false	titlo	lexical identity глаголати; aorist first singular	shares the printed contraction with the independently compatible imperfect cell	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	aorist:third:singular	глагола	гл҃а	SYN-ABBR-GLAGOL-AOR-3SG	alypy-3-abbreviation-inventory,ponomar-acts-9-27-glagol-a-abbreviation	false	titlo	lexical identity глаголати; aorist third singular only	contraction establishes this exact cell, not a productive conjugation	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	imperfect:first:singular	глаголахъ	гл҃ахъ	SYN-ABBR-GLAGOL-IMPF-1SG	alypy-3-abbreviation-inventory,ponomar-deut-9-13-glagol-akh-abbreviation	false	titlo	lexical identity глаголати; imperfect first singular	shares the printed contraction with the independently compatible aorist cell	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	imperfect:third:singular	глаголаше	гл҃аше	SYN-ABBR-GLAGOL-IMPF-3SG	alypy-3-abbreviation-inventory,ponomar-acts-11-16-glagol-ashe-abbreviation	false	titlo	lexical identity глаголати; imperfect third singular only	contraction establishes this exact cell, not a productive conjugation	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	l-participle:masculine:singular	глаголалъ	гл҃алъ	SYN-ABBR-GLAGOL-LPART-M-SG	alypy-3-abbreviation-inventory,ponomar-baruch-2-20-glagol-al-abbreviation	false	titlo	lexical identity глаголати; masculine singular l-participle only	contraction establishes this exact cell, not a productive conjugation	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	participle:present:active:nominative:singular:masculine:animate:short:positive	глаголѧ	гл҃ѧ	SYN-ABBR-GLAGOL-PRES-ACT-PART-M-SG	alypy-3-abbreviation-inventory,ponomar-acts-3-25-glagol-ya-abbreviation	false	titlo	lexical identity глаголати; animate masculine nominative singular short present-active participle	contraction establishes this exact agreement cell only	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	present:first:singular	глаголю	гл҃ю	SYN-ABBR-GLAGOL-PRES-1SG	alypy-3-abbreviation-inventory,ponomar-apoc-2-24-glagol-yu-abbreviation	false	titlo	lexical identity глаголати; present first singular only	contraction establishes this exact cell, not a productive conjugation	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	present:third:singular	глаголетъ	гл҃етъ	SYN-ABBR-GLAGOL-PRES-3SG	alypy-3-abbreviation-inventory,v05-source-form-glagol-pres-3sg-acts-7-49	false	titlo	lexical identity глаголати; present third singular only	contraction establishes this exact cell, not a productive conjugation	synodal-russian	synodal-russian
synodal:adverb:nynye	sense:v06:adverb:nynye	indeclinable	нынѣ	Нн҃ѣ	SYN-ABBR-V07-VARIANT-c4754386a979f35f	v06-alypy-nynye-adverb,v06-alypy-nynye-expanded,v06-target-nynye-abbreviation,v07-variant-target-856999f79f148c4a	false	titlo	exact temporal adverb identity; standalone token only	the contraction is not reversible without the reviewed exact registry row	synodal-russian	synodal-russian
synodal:noun:bog	sense:deity:christian	noun:nominative:singular:animate	богъ	Бг҃ъ	SYN-ABBR-V07-VARIANT-870b068fb22d299f	alypy-3-titlo-abbreviations,v07-variant-target-84ab099d94dd8525	false	titlo	Christian-deity semantic identity; nominative singular only	printed contraction is not reversible without semantic and grammatical context	synodal-russian	synodal-russian
synodal:verb:wikt-833c90610c4d	sense:v03:833c90610c4d	aorist:third:singular	глагола	Гл҃а	SYN-ABBR-V07-VARIANT-c2bf486919b142ba	alypy-3-abbreviation-inventory,ponomar-acts-9-27-glagol-a-abbreviation,v07-variant-target-b7dfb307a6334a72	false	titlo	lexical identity глаголати; aorist third singular only	contraction establishes this exact cell, not a productive conjugation	synodal-russian	synodal-russian
